PMID,Title,URL,Authors,Date,Year,Journal,Abstract
23951381,Wolbachia-associated bacterial protection in the mosquito Aedes aegypti.,https://pubmed.ncbi.nlm.nih.gov/23951381/,"Ye YH, Woolfit M, Rancès E, O'Neill SL, McGraw EA.",8/08/2013,2013,PLoS Negl Trop Dis,"""Background:Wolbachia infections confer protection for their insect hosts against a range of pathogens including bacteria, viruses, nematodes and the malaria parasite. A single mechanism that might explain this broad-based pathogen protection is immune priming, in which the presence of the symbiont upregulates the basal immune response, preparing the insect to defend against subsequent pathogen infection. A study that compared natural Wolbachia infections in Drosophila melanogaster with the mosquito vector Aedes aegypti artificially transinfected with the same strains has suggested that innate immune priming may only occur in recent host-Wolbachia associations. This same study also revealed that while immune priming may play a role in viral protection it cannot explain the entirety of the effect.Methodology/findings:Here we assess whether the level of innate immune priming induced by different Wolbachia strains in A. aegypti is correlated with the degree of protection conferred against bacterial pathogens. We show that Wolbachia strains wMel and wMelPop, currently being tested for field release for dengue biocontrol, differ in their protective abilities. The wMelPop strain provides stronger, more broad-based protection than wMel, and this is likely explained by both the higher induction of immune gene expression and the strain-specific activation of particular genes. We also show that Wolbachia densities themselves decline during pathogen infection, likely as a result of the immune induction.Conclusions/significance:This work shows a correlation between innate immune priming and bacterial protection phenotypes. The ability of the Toll pathway, melanisation and antimicrobial peptides to enhance viral protection or to provide the basis of malaria protection should be further explored in the context of this two-strain comparison. This work raises the questions of whether Wolbachia may improve the ability of wild mosquitoes to survive pathogen infection or alter the natural composition of gut flora, and thus have broader consequences for host fitness."""
33397841,A Southeast Asian Perspective on the COVID-19 Pandemic: Hemoglobin E (HbE)-Trait Confers Resistance Against COVID-19.,https://pubmed.ncbi.nlm.nih.gov/33397841/,"Papadopoulos KI, Sutheesophon W, Manipalviratn S, Aw TC.",5/01/2021,2021,Med Sci Monit Basic Res,"""As of November 25, 2020, over 60 million people have been infected worldwide by COVID-19, causing almost 1.43 million deaths. Puzzling low incidence numbers and milder, non-fatal disease have been observed in Thailand and its Southeast (SE) Asian neighbors. Elusive genetic mechanisms might be operative, as a multitude of genetic factors are widely shared between the SE Asian populations, such as the more than 60 different thalassemia syndromes (principally dominated by the HbE trait). In this study, we have plotted COVID-19 infection and death rates in SE Asian (SEA) countries against heterozygote HbE and thalassemia carrier prevalence. COVID-19 infection and death incidence numbers appear inversely correlated with the prevalence of HbE and thalassemia heterozygote populations. We posit that the evolutionary protective effect of the HbE and other thalassemic variants against malaria and the dengue virus may extend its advantage to resistance to COVID-19 infection, as HbE heterozygote population prevalence appears to be positively correlated with immunity to COVID-19. Host immune system modulations induce antiviral interferon responses and alter structural protein integrity, thereby inhibiting cellular access and viral replication. These changes are possibly engendered by HbE carrier miRNAs. Proving this hypothesis is important, as it may shed light on the mechanism of viral resistance and lead to novel antiviral treatments. This development can thus guide decision-making and action to prevent COVID-19 infection."""
31068600,Platelet function in HIV plusdenguecoinfection associates with reduced inflammation and milderdengueillness.,https://pubmed.ncbi.nlm.nih.gov/31068600/,"Hottz ED, Quirino-Teixeira AC, Valls-de-Souza R, Zimmerman GA, Bozza FA, Bozza PT.",8/05/2019,2019,Sci Rep,"""HIV-infected subjects under virological control still exhibit a persistent proinflammatory state. Thus, chronic HIV infection changes the host homeostasis towards an adapted immune response that may affect the outcome of coinfections. However, little is known about the impact of HIV infection on inflammatory amplification and clinical presentation in dengue. Platelets have been shown to participate in immune response in dengue and HIV. We hypothesized that altered platelet responses in HIV-infected subjects may contribute to altered inflammatory milieu and disease progression in dengue. We prospectively followed a cohort of 84 DENV-infected patients of whom 29 were coinfected with HIV under virological control. We report that dengue and HIV coinfection progress with reduced inflammation and milder disease progression with lower risk of vascular instability. Even though the degree of thrombocytopenia and platelet activation were similar between dengue-infected and HIV plus dengue-coinfected patients, plasma levels of the platelet-derived chemokines RANTES/CCL5 and PF4/CXCL4 were lower in coinfection. Consistently, platelets from coinfected patients presented defective secretion of the stored-chemokines PF4 and RANTES, but not newly synthesized IL-1β, when cultured ex vivo. These data indicate that platelets from HIV-infected subjects release lower levels of chemokines during dengue illness, which may contribute to milder clinical presentation during coinfection."""
26729879,Neutralizing antibody titers againstdenguevirus correlate with protection from symptomaticinfectionin a longitudinal cohort.,https://pubmed.ncbi.nlm.nih.gov/26729879/,"Katzelnick LC, Montoya M, Gresh L, Balmaseda A, Harris E.",19/01/2016,2016,Proc Natl Acad Sci U S A,"""The four dengue virus serotypes (DENV1-4) are mosquito-borne flaviviruses that infect ∼ 390 million people annually; up to 100 million infections are symptomatic, and 500,000 cases progress to severe disease. Exposure to a heterologous DENV serotype, the specific infecting DENV strains, and the interval of time between infections, as well as age, ethnicity, genetic polymorphisms, and comorbidities of the host, are all risk factors for severe dengue. In contrast, neutralizing antibodies (NAbs) are thought to provide long-lived protection against symptomatic infection and severe dengue. The objective of dengue vaccines is to provide balanced protection against all DENV serotypes simultaneously. However, the association between homotypic and heterotypic NAb titers and protection against symptomatic infection remains poorly understood. Here, we demonstrate that the titer of preinfection cross-reactive NAbs correlates with reduced likelihood of symptomatic secondary infection in a longitudinal pediatric dengue cohort in Nicaragua. The protective effect of NAb titers on infection outcome remained significant when controlled for age, number of years between infections, and epidemic force, as well as with relaxed or more stringent criteria for defining inapparent DENV infections. Further, individuals with higher NAb titers immediately after primary infection had delayed symptomatic infections compared with those with lower titers. However, overall NAb titers increased modestly in magnitude and remained serotype cross-reactive in the years between infections, possibly due to reexposure. These findings establish that anti-DENV NAb titers correlate with reduced probability of symptomatic DENV infection and provide insights into longitudinal characteristics of antibody-mediated immunity to DENV in an endemic setting."""
33626545,Positive Feedback Loop of Long Noncoding RNA OASL-IT1 and InnateImmuneResponseRestricts the Replication of Zika Virus in Epithelial A549 Cells.,https://pubmed.ncbi.nlm.nih.gov/33626545/,"Wang Y, Huo Z, Lin Q, Lin Y, Chen C, Huang Y, Huang C, Zhang J, He J, Liu C, Zhang P.",24/02/2021,2021,J Innate Immun,"""Expression of host noncoding RNAs and coding mRNAs is significantly altered by viral infection. In the current study, we screened the transcriptional profile of human lung epithelial A549 cells infected with Zika virus (ZIKV) by microarray assay. Seventy-nine long noncoding RNAs (lncRNAs) and 140 mRNAs were differentially expressed (DE). The bioinformatics analysis revealed that the mRNAs adjacent to the DE lncRNAs were closely related to the host responses to viral infection. We selected 7 lncRNAs from the top 50 hits for validation. The quantitative real-time PCR data confirmed that expression of selected lncRNAs was induced by ZIKV infection. Moreover, the expression of 7 lncRNAs was induced by infection of dengue virus, Japanese encephalitis virus, or vesicular stomatitis virus, or by treatment of poly(I:C) and IFN-β. Furthermore, loss of innate immune adaptor IPS-1 or receptor IFNAR1 resulted in lower induction levels of several lncRNAs by ZIKV. Overexpression of 3 lncRNAs (RPL27-OT1, OASL-IT1, and REC8-OT3) reduced the virus yields of ZIKV. Knockout of OASL-IT1 significantly enhanced ZIKV replication. In OASL-IT1 knockout cells, the levels of interferons (IFNs) and the activation of 3 innate immune signaling pathways triggered by ZIKV were dramatically reduced. Collectively, our work found a positive feedback loop in the IFN system, in which IFNs and OASL-IT1 regulate each other, thereby promoting establishment of antiviral defense."""
18800866,"Influence of hosts on the ecology of arboviral transmission: potential mechanisms influencingdengue, Murray Valley encephalitis, and Ross River virus in Australia.",https://pubmed.ncbi.nlm.nih.gov/18800866/,"Carver S, Bestall A, Jardine A, Ostfeld RS.",18/09/2009,2009,Vector Borne Zoonotic Dis,"""Ecological interactions are fundamental to the transmission of infectious disease. Arboviruses are particularly elegant examples, where rich arrays of mechanisms influence transmission between vectors and hosts. Research on host contributions to the ecology of arboviral diseases has been undertaken within multiple subdisciplines, but significant gaps in knowledge remain and multidisciplinary approaches are needed. Through our multidisciplinary review of the literature we have identified five broad areas where hosts may influence the ecology of arboviral transmission: host immunity; cross-protective immunity and antibody-dependent enhancement; host abundance; host diversity; and pathogen spillover and dispersal. Herein we discuss the known and theoretical roles of hosts within these topics and then apply this knowledge to three epidemiologically important mosquito-borne arboviruses that occur in Australia: dengue virus (DENV), Murray Valley encephalitis virus (MVEV), and Ross River virus (RRV). We argue that the underlying mechanisms by which hosts influence arboviral activity are numerous and attempts to delineate these mechanisms further are needed. Investigations that focus on hosts of vector-borne diseases are likely to be rewarding, particularly where the ecology of vectors is relatively well understood. From an applied perspective, enhanced knowledge of host influences upon vector-borne disease transmission is likely to enable better management of disease burden. Finally, we suggest a framework that may be useful to identify and determine host contributions to the ecology of arboviruses."""
26435066,Guidingdenguevaccine development using knowledge gained from the success of the yellow fever vaccine.,https://pubmed.ncbi.nlm.nih.gov/26435066/,"Liang H, Lee M, Jin X.",5/10/2016,2016,Cell Mol Immunol,"""Flaviviruses comprise approximately 70 closely related RNA viruses. These include several mosquito-borne pathogens, such as yellow fever virus (YFV), dengue virus (DENV), and Japanese encephalitis virus (JEV), which can cause significant human diseases and thus are of great medical importance. Vaccines against both YFV and JEV have been used successfully in humans for decades; however, the development of a DENV vaccine has encountered considerable obstacles. Here, we review the protective immune responses elicited by the vaccine against YFV to provide some insights into the development of a protective DENV vaccine."""
7108274,Induction and characterization of delayed-type hypersensitivity todenguevirus in mice.,https://pubmed.ncbi.nlm.nih.gov/7108274/,"Pang T, Wong PY, Pathmanathan R.",,1982,J Infect Dis,Delayed-type hypersensitivity (DTH) to dengue virus type 4 in mice is described. The DTH reaction (measured by footpad swelling) was maximal at 24 hr after challenge and was enhanced significantly when mice were pretreated with cyclophosphamide. The response was maximal six days after infection with an immunizing dose of approximately 10(7.3) 50% lethal doses per mouse. Histologic examination of the test footpad showed a predominantly mononuclear cell infiltrate at 24 hr after challenge. fibrin deposition was also noted. DTH reactivity was transferable to normal mice by injection of immune spleen cells but not of immune serum. The DTH reaction was apparently specific for dengue virus type 4 because significantly lower responses were detected when dengue virus types 1-3 and Japanese encephalitis virus were used as challenge antigens in mice infected with dengue virus type 4. The probable importance and significance of these findings in relation to the host immune response and the pathogenesis of dengue virus infection are discussed.
28620207,Denguevirus activates cGAS through the release of mitochondrial DNA.,https://pubmed.ncbi.nlm.nih.gov/28620207/,"Sun B, Sundström KB, Chew JJ, Bist P, Gan ES, Tan HC, Goh KC, Chawla T, Tang CK, Ooi EE.",15/06/2017,2017,Sci Rep,"""Cyclic GMP-AMP synthetase (cGAS) is a DNA-specific cytosolic sensor, which detects and initiates host defense responses against microbial DNA. It is thus curious that a recent study identified cGAS as playing important roles in inhibiting positive-sense single-stranded RNA (+ssRNA) viral infection, especially since RNA is not known to activate cGAS. Using a dengue virus serotype 2 (DENV-2) vaccine strain (PDK53), we show that infection creates an endogenous source of cytosolic DNA in infected cells through the release of mitochondrial DNA (mtDNA) to drive the production of cGAMP by cGAS. Innate immune responses triggered by cGAMP contribute to limiting the spread of DENV to adjacent uninfected cells through contact dependent gap junctions. Our result thus supports the notion that RNA virus indirectly activates a DNA-specific innate immune signaling pathway and highlights the breadth of the cGAS-induced antiviral response."""
31467282,Viral priming of cell intrinsic innate antiviral signaling by the unfolded proteinresponse.,https://pubmed.ncbi.nlm.nih.gov/31467282/,"Carletti T, Zakaria MK, Faoro V, Reale L, Kazungu Y, Licastro D, Marcello A.",29/08/2019,2019,Nat Commun,"""The innate response to a pathogen is critical in determining the outcome of the infection. However, the interplay of different cellular responses that are activated following viral infection and their contribution to innate antiviral signalling has not been clearly established. This work shows that flaviviruses, including Dengue, Zika, West Nile and Tick-borne encephalitis viruses, activate the unfolded protein response before transcription of interferon regulatory factor 3 induced genes. Infection in conditions of unfolded protein response priming leads to early activation of innate antiviral responses and cell intrinsic inhibition of viral replication, which is interferon regulatory factor 3 dependent. These results demonstrate that the unfolded protein response is not only a physiological reaction of the cell to viral infection, but also synergizes with pattern recognition sensing to mount a potent antiviral response."""
32576686,DNA-induced 2'3'-cGAMP enhances haplotype-specific human STING cleavage bydengueprotease.,https://pubmed.ncbi.nlm.nih.gov/32576686/,"Su CI, Kao YT, Chang CC, Chang Y, Ho TS, Sun HS, Lin YL, Lai MMC, Liu YH, Yu CY.",7/07/2020,2020,Proc Natl Acad Sci U S A,"""The cytosolic DNA sensor cGMP-AMP synthase (cGAS) synthesizes the noncanonical cyclic dinucleotide 2'3'-cGAMP to activate the adaptor protein stimulator of IFN genes (STING), thus awakening host immunity in response to DNA pathogen infection. However, dengue virus (DENV), an RNA virus without a DNA stage in its life cycle, also manipulates cGAS-STING-mediated innate immunity by proteolytic degradation of STING. Here, we found that the sensitivity of STING to DENV protease varied with different human STING haplotypes. Exogenous DNA further enhanced DENV protease's ability to interact and cleave protease-sensitive STING. DNA-enhanced STING cleavage was reduced in cGAS-knockdown cells and triggered by the cGAS product 2'3'-cGAMP. The source of DNA may not be endogenous mitochondrial DNA but rather exogenous reactivated viral DNA. Cells producing 2'3'-cGAMP by overexpressing cGAS or with DNA virus reactivation enhanced STING cleavage in neighboring cells harboring DENV protease. DENV infection reduced host innate immunity in cells with the protease-sensitive STING haplotype, whose homozygote genotype frequency was found significantly reduced in Taiwanese people with dengue fever. Therefore, the human STING genetic background and DNA pathogen coinfection may be the missing links contributing to DENV pathogenesis."""
32463814,Effective control of early Zika virus replication byDengueimmunityis associated to the length of time between the 2infectionsbut not mediated by antibodies.,https://pubmed.ncbi.nlm.nih.gov/32463814/,"Serrano-Collazo C, Pérez-Guzmán EX, Pantoja P, Hassert MA, Rodríguez IV, Giavedoni L, Hodara V, Parodi L, Cruz L, Arana T, Martínez MI, White L, Brien JD, de Silva A, Pinto AK, Sariol CA.",28/05/2020,2020,PLoS Negl Trop Dis,"""Little is known about the contribution of virus-specific and cross-reacting antibodies (Abs) or the cellular immune response generated by a primary dengue (DENV) infection on the course of a secondary zika (ZIKV) infection in vivo. Here we show that the length of time between DENV/ZIKV infections has a qualitative impact on controlling early ZIKV replication. Depletion of DENV2-specific Abs in sera confirmed that those type-specific Abs do not contribute to ZIKV control. We show that the magnitude and durability of the neutralizing antibodies (nAbs) induced by a secondary ZIKV infection is modest compared to the response induced after a secondary heterologous DENV infection. Our in vivo results are showing a complex interplay between the cellular and innate immune responses characterized by a high frequency of plasmacytoid dendritic cells (pDC) correlating with an increase in the frequency of DENV antigen specific T cells and a significant control of ZIKV replication which is time dependent. Taken together, our results suggest that early after ZIKV infection other mechanisms such as the innate and cellular immune responses may play a predominant role in controlling ZIKV replication. Regardless of the time elapsed between infections there was no evidence of in vivo antibody-dependent enhancement (ADE) of ZIKV by DENV immunity. These findings have pivotal implications while interpreting ZIKV pathogenesis in flavivirus-experimented populations, diagnostic results interpretation and vaccine designs and schedules among others."""
33941407,"Persistence of neutralizing antibody and its protective efficacy induced by a live attenuated tetravalentdenguevaccine, KD-382, in cynomolgus monkeys.",https://pubmed.ncbi.nlm.nih.gov/33941407/,"Yoshimura M, Shinmura Y, Shishido T, Takagi S, Kameyama K, Sonoda K, Yoksan S, Kimachi K.",27/05/2021,2021,Vaccine,"""An effective dengue vaccine should induce a long-lasting immune response against all four serotypes simultaneously with a minimum number of immunizations. Our live attenuated tetravalent dengue vaccine candidate, KD-382, was developed using a classical host range mutation strategy (no addition of artificial genetic modification). In our previous study, cynomolgus monkeys immunized with a single dose of KD-382 seroconverted to all four serotypes. However, it is important to determine if neutralizing antibodies (NAbs) induced by KD-382 can work as a long-lasting immune response to prevent dengue. In this study, a single dose of KD-382 induced a strong NAb response against all four serotypes in cynomolgus monkeys. We also confirmed that NAb titers against all four serotypes persist for at least five years, indicating its high potential as a dengue vaccine candidate. Next, we evaluated the effect of pre-existing dengue immunity on NAb responses induced by KD-382. We administered KD-382 to cynomolgus monkeys pre-administered one of the monovalent parental wild-type strains 60 days before vaccination. Regardless of the pre-immunized serotype, all the monkeys showed sufficient tetravalent NAb responses, which lasted for over two years. All the KD-382 vaccinated monkeys were then challenged with different parental wild-type viruses than that used for pre-administration; viral RNA in the serum was less than the lower limit of quantification, indicating complete protection against secondary heterologous dengue infection without any harmful disease enhancement. Consequently, KD-382 successfully induced a long-lasting and protective tetravalent NAb response in monkeys, suggesting that KD-382 is a promising vaccine candidate usable for both dengue seronegative and seropositive individuals."""
29558464,"Model-based inference from multiple dose, time course data reveals Wolbachia effects oninfectionprofiles of type 1denguevirus in Aedes aegypti.",https://pubmed.ncbi.nlm.nih.gov/29558464/,"Souto-Maior C, Sylvestre G, Braga Stehling Dias F, Gomes MGM, Maciel-de-Freitas R.",20/03/2018,2018,PLoS Negl Trop Dis,"""Infection is a complex and dynamic process involving a population of invading microbes, the host and its responses, aimed at controlling the situation. Depending on the purpose and level of organization, infection at the organism level can be described by a process as simple as a coin toss, or as complex as a multi-factorial dynamic model; the former, for instance, may be adequate as a component of a population model, while the latter is necessary for a thorough description of the process beginning with a challenge with an infectious inoculum up to establishment or elimination of the pathogen. Experimental readouts in the laboratory are often static, snapshots of the process, assayed under some convenient experimental condition, and therefore cannot comprehensively describe the system. Different from the discrete treatment of infection in population models, or the descriptive summarized accounts of typical lab experiments, in this manuscript, infection is treated as a dynamic process dependent on the initial conditions of the infectious challenge, viral growth, and the host response along time. Here, experimental data is generated for multiple doses of type 1 dengue virus, and pathogen levels are recorded at different points in time for two populations of mosquitoes: either carrying endosymbiont bacteria Wolbachia or not. A dynamic microbe/host-response mathematical model is used to describe pathogen growth in the face of a host response like the immune system, and to infer model parameters for the two populations of insects, revealing a slight-but potentially important-protection conferred by the symbiont."""
30572920,The PAGODAS protocol: pediatric assessment group ofdengueand Aedes saliva protocol to investigate vector-borne determinants of Aedes-transmitted arboviralinfectionsin Cambodia.,https://pubmed.ncbi.nlm.nih.gov/30572920/,"Manning JE, Oliveira F, Parker DM, Amaratunga C, Kong D, Man S, Sreng S, Lay S, Nang K, Kimsan S, Sokha L, Kamhawi S, Fay MP, Suon S, Ruhl P, Ackerman H, Huy R, Wellems TE, Valenzuela JG, Leang R.",20/12/2018,2018,Parasit Vectors,"""Background:Mosquito-borne arboviruses, like dengue virus, continue to cause significant global morbidity and mortality, particularly in Southeast Asia. When the infectious mosquitoes probe into human skin for a blood meal, they deposit saliva containing a myriad of pharmacologically active compounds, some of which alter the immune response and influence host receptivity to infection, and consequently, the establishment of the virus. Previous reports have highlighted the complexity of mosquito vector-derived factors and immunity in the success of infection. Cumulative evidence from animal models and limited data from humans have identified various vector-derived components, including salivary components, that are co-delivered with the pathogen and play an important role in the dissemination of infection. Much about the roles and effects of these vector-derived factors remain to be discovered.Methods/design:We describe a longitudinal, pagoda (community)-based pediatric cohort study to evaluate the burden of dengue virus infection and document the immune responses to salivary proteins of Aedes aegypti, the mosquito vector of dengue, Zika, and chikungunya viruses. The study includes community-based seroprevalence assessments in the peri-urban town of Chbar Mon in Kampong Speu Province, Cambodia. The study aims to recruit 771 children between the ages of 2 and 9 years for a three year period of longitudinal follow-up, including twice per year (rainy and dry season) serosurveillance for dengue seroconversion and Ae. aegypti salivary gland homogenate antibody intensity determinations by ELISA assays. Diagnostic tests for acute dengue, Zika and chikungunya viral infections will be performed by RT-PCR.Discussion:This study will serve as a foundation for further understanding of mosquito saliva immunity and its impact on Aedes-transmitted arboviral diseases endemic to Cambodia.Trial registration:NCT03534245registered on 23 May 2018."""
25521078,Cellular oxidative stressresponsecontrols the antiviral and apoptotic programs indenguevirus-infecteddendritic cells.,https://pubmed.ncbi.nlm.nih.gov/25521078/,"Olagnier D, Peri S, Steel C, van Montfoort N, Chiang C, Beljanski V, Slifker M, He Z, Nichols CN, Lin R, Balachandran S, Hiscott J.",18/12/2014,2014,PLoS Pathog,"""Dengue virus (DENV) is a re-emerging arthropod borne flavivirus that infects more than 300 million people worldwide, leading to 50,000 deaths annually. Because dendritic cells (DC) in the skin and blood are the first target cells for DENV, we sought to investigate the early molecular events involved in the host response to the virus in primary human monocyte-derived dendritic cells (Mo-DC). Using a genome-wide transcriptome analysis of DENV2-infected human Mo-DC, three major responses were identified within hours of infection - the activation of IRF3/7/STAT1 and NF-κB-driven antiviral and inflammatory networks, as well as the stimulation of an oxidative stress response that included the stimulation of an Nrf2-dependent antioxidant gene transcriptional program. DENV2 infection resulted in the intracellular accumulation of reactive oxygen species (ROS) that was dependent on NADPH-oxidase (NOX). A decrease in ROS levels through chemical or genetic inhibition of the NOX-complex dampened the innate immune responses to DENV infection and facilitated DENV replication; ROS were also essential in driving mitochondrial apoptosis in infected Mo-DC. In addition to stimulating innate immune responses to DENV, increased ROS led to the activation of bystander Mo-DC which up-regulated maturation/activation markers and were less susceptible to viral replication. We have identified a critical role for the transcription factor Nrf2 in limiting both antiviral and cell death responses to the virus by feedback modulation of oxidative stress. Silencing of Nrf2 by RNA interference increased DENV-associated immune and apoptotic responses. Taken together, these data demonstrate that the level of oxidative stress is critical to the control of both antiviral and apoptotic programs in DENV-infected human Mo-DC and highlight the importance of redox homeostasis in the outcome of DENV infection."""
38170025,The costs of transgenerationalimmunepriming for homologous and heterologousinfectionswith different serotypes ofdenguevirus inAedes aegyptimosquitoes.,https://pubmed.ncbi.nlm.nih.gov/38170025/,"Cime-Castillo J, Vargas V, Hernández-Tablas JM, Quezada-Ruiz E, Díaz G, Lanz-Mendoza H.",18/12/2023,2023,Front Immunol,"""The immune system is a network of molecules, signaling pathways, transcription, and effector modulation that controls, mitigates, or eradicates agents that may affect the integrity of the host. In mosquitoes, the innate immune system is highly efficient at combating foreign organisms but has the capacity to tolerate vector-borne diseases. These implications lead to replication, dissemination, and ultimately the transmission of pathogenic organisms when feeding on a host. In recent years, it has been discovered that the innate immune response of mosquitoes can trigger an enhanced immunity response to the stimulus of a previously encountered pathogen. This phenomenon, called immune priming, is characterized by a molecular response that prevents the replication of viruses, parasites, or bacteria in the body. It has been documented that immune priming can be stimulated through homologous organisms or molecules, although it has also been documented that closely related pathogens can generate an enhanced immune response to a second stimulus with a related organism. However, the cost involved in this immune response has not been characterized through the transmission of the immunological experience from parents to offspring by transgenerational immune priming (TGIP) in mosquitoes. Here, we address the impact on the rates of oviposition, hatching, development, and immune response inAedes aegyptimosquitoes, the mothers of which were stimulated with dengue virus serotypes 2 and/or 4, having found a cost of TGIP on the development time of the progeny of mothers with heterologous infections, with respect to mothers with homologous infections. Our results showed a significant effect on the sex ratio, with females being more abundant than males. We found a decrease in transcripts of the siRNA pathway in daughters of mothers who had been exposed to an immune challenge with DV. Our research demonstrates that there are costs and benefits associated with TGIP inAedes aegyptimosquitoes exposed to DV. Specifically, priming results in a lower viral load in the offspring of mothers who have previously been infected with the virus. Although some results from tests of two dengue virus serotypes show similarities, such as the percentage of pupae emergence, there are differences in the percentage of adult emergence, indicating differences in TGIP costs even within the same virus with different serotypes. This finding has crucial implications in the context of dengue virus transmission in endemic areas where multiple serotypes circulate simultaneously."""
37015157,"Genetic polymorphisms rs1800871 and rs1800872 of IL-10 gene are associated withdengueinfection, especially with serotype 1 and DwoWS in Mexican population.",https://pubmed.ncbi.nlm.nih.gov/37015157/,"Eloisa Monroy-Muñoz I, Esteban Muñoz-Medina J, Manuel Fragoso J, Esperanza Santacruz-Tinoco C, Sevilla-Montoya R, Hidalgo-Bravo A, Montes-Herrera D, Bravo-Flores E, Angeles-Martínez J.",2/04/2023,2023,Cytokine,"""Introduction:Dengue infection is generated by a complex interaction between DENV (Dengue Virus) and the host's immune response. Interleukin-10 is an immunoregulatory cytokine during DENV infection. The objective of this study was to investigate whether genetic variants in IL-10 could be useful as a predictive and susceptibility marker in the prognosis of DENV infection, particularly with serotype 1, and in participants with dengue without warning signs.Material and methods:A study of cases (n = 365) and controls (n = 364) was carried out. Genotyping was performed by real-time PCR using TaqMan probes. Sample size power was calculated using Quanto software RESULTS: This is the first report showing the independent association of the T allele of rs1800871 (P = 0.023) and the A allele of rs1800872 (P = 0.010) with the risk of dengue infection. Statistical analysis established the genotypic association of IL-10 SNPs with DENV infection under different inheritance models. Our results also showed the association of the CC, TC, and CA haplotypes (P = 0.0064, P = 0.0032, and P = 0.0010 respectively) with infection. Furthermore, both polymorphic sites were associated with the risk of DwoWS and serotype 1 (Den-1) under different inheritance models. Finally, under the dominant model, we identified a positive correlation between IL-10 levels vs. IFN-γ and IL-8.Conclusion:Our results show the first independent association of the T and A alleles of the polymorphic sites rs1800871 and rs1800872, with dengue infection, particularly with Den-1, and in participants with DwoWs."""
30411369,"Dynamics of nonstructural glycoprotein-1 indenguepatients presenting with different clinical manifestations from 1986 to 2012 in Rio de Janeiro, Brazil.",https://pubmed.ncbi.nlm.nih.gov/30411369/,"Gonçalves BS, Horta MAP, Acero PHC, Bochner R, Queiroz Lima MDR, de Araújo ES, Sampaio SA, Nogueira RMR, de Filippis AMB.",17/12/2019,2019,J Med Virol,"""The hyperendemicity and co-circulation of different dengue serotypes in Brazil have increased the number of severe dengue cases and the rate of hospitalization for dengue. Virological and individual factors are associated with the complexity of the disease. Antigenemia levels of nonstructural glycoprotein-1 (NS1) have been associated with severe dengue. Aiming to identify a severity marker during the acute phase (days 0 to 5 of disease), the association of NS1 antigenemia with clinical presentation, sex, age range, immune response, number of days of disease, and serotype RNA levels was evaluated in serum samples of patients from the state of Rio de Janeiro clinically classified as having dengue without warning signs (DWWS) or dengue with warning signs/severe dengue (DWWS/SD). The immune response was classified by in-house enzyme-linked immunosorbent assay, antigenemia was determined by quantification of NS1, and viremia was quantified by real-time PCR. Of the total number of patients, 36.6% (74 of 202) presented warning signs/severe dengue and 72.3% (146 of 202) were classified with primary infection. DENV-2 presented an association between clinical presentation and antigenemia (P = 0.02). DENV-3 had higher levels of NS1 (P < 0.0001). This study has shown that the infecting serotype influences circulating NS1 levels in the host, as well as NS1 antigenemia may vary as to the clinical presentation of the patient infected with DENV-2. However, the criterion used to screen patients for clinical presentation, in DWWS and DWWS/SD patients, was not a good marker for dengue severity in our study."""
29956181,"ELISPOT-Based ""Multi-Color FluoroSpot"" to Study Type-Specific and Cross-Reactive Responses in Memory B Cells afterDengueand Zika VirusInfections.",https://pubmed.ncbi.nlm.nih.gov/29956181/,"Andrade P, Coloma J, Harris E.",,2018,Methods Mol Biol,"""Co-circulation and re-emergence of antigenically related viruses such as dengue (DENV), Zika (ZIKV), and yellow fever (YF) in the Americas has brought a sense of urgency in the field to further define the genesis and to more fully describe the immune response. The recent explosive epidemics of Zika in the Americas and the co-circulation of ZIKV with the phylogenetically similar DENV has raised important questions and concerns regarding the role of cross-reactive immunity in protection and potential enhancement of severity of subsequent ZIKV or DENV infections in pre-immune individuals and the safety of vaccines against both viruses in endemic populations. Antibodies are a critical part of the immune response for clearing flavivirus infections, but the role of pre-existing antibodies in protection or enhancement of subsequent infection and disease with closely related viral species and strains is still not fully understood. We have developed a novel Multi-Color FluoroSpot (MCF) assay based on our ELISPOT-derived assay, previously designated the Quad-color FluoroSpot (QCF), in order to study the development of type-specific versus cross-reactive responses within the B cell pool of Zika virus (ZIKV)- and/or dengue virus (DENV)-infected patients. The QCF is based on a panel of four fluorescent Qdots, each conjugated to a monoclonal antibody specific to one of the four DENV serotypes; now we have included a fifth color (Qdot) for ZIKV to enable analysis of the specificity versus cross-reactivity of B cell populations at a single-cell level for all four DENV serotypes and ZIKV. This novel assay allows us to analyze unique human samples from long-term studies of dengue and Zika in Nicaragua to investigate the nature of B cell/antibody responses and their role in pathogenesis and/or protection in secondary flavivirus infections and could have important implications for vaccine development for Zika and dengue."""
